,age,degree,gender,FY,race,tot_doll
2869,Late,MD,Male,2003,White,839272187.35
2870,Mid,MD,Male,2003,White,1867198766.54
2871,Early,MD-PhD,Male,2003,White,357354242.86
2872,Late,MD-PhD,Male,2003,White,302012106.82
2873,Mid,MD-PhD,Male,2003,White,801153680.87
2874,Early,Other,Male,2003,White,13474508.82
2875,Late,Other,Male,2003,White,27532323.59
2876,Mid,Other,Male,2003,White,32994730.0
2877,Early,PhD,Male,2003,White,1804146378.03
2878,Late,PhD,Male,2003,White,1236982001.99
2879,Mid,PhD,Male,2003,White,3530143574.36
2880,Early,MD,Female,2004,White,131674576.6
2881,Late,MD,Female,2004,White,70987565.31
2882,Mid,MD,Female,2004,White,415711216.66
2883,Early,MD-PhD,Female,2004,White,63548606.8
2884,Late,MD-PhD,Female,2004,White,18903922.45
2885,Mid,MD-PhD,Female,2004,White,106442402.3
2886,Early,Other,Female,2004,White,7639648.62
2887,Late,Other,Female,2004,White,9571540.86
2888,Mid,Other,Female,2004,White,17184380.45
2889,Early,PhD,Female,2004,White,816392941.33
2890,Late,PhD,Female,2004,White,388758842.12
2891,Mid,PhD,Female,2004,White,1405629193.37
2892,Early,MD,Male,2004,White,482683144.39
2893,Late,MD,Male,2004,White,919344873.12
2894,Mid,MD,Male,2004,White,1895789096.35
2895,Early,MD-PhD,Male,2004,White,335665001.83
2896,Late,MD-PhD,Male,2004,White,317538000.73
2897,Mid,MD-PhD,Male,2004,White,864995721.52
2898,Early,Other,Male,2004,White,11773653.469999999
2899,Late,Other,Male,2004,White,30048406.12
2900,Mid,Other,Male,2004,White,28251357.28
2901,Early,PhD,Male,2004,White,1770630923.24
2902,Late,PhD,Male,2004,White,1403188994.64
2903,Mid,PhD,Male,2004,White,3593094808.93
2904,Early,MD,Female,2005,White,123446567.23
2905,Late,MD,Female,2005,White,72463574.24
2906,Mid,MD,Female,2005,White,439063254.68
2907,Early,MD-PhD,Female,2005,White,52150901.88
2908,Late,MD-PhD,Female,2005,White,16877910.689999998
2909,Mid,MD-PhD,Female,2005,White,112931874.28
2910,Early,Other,Female,2005,White,8243728.34
2911,Late,Other,Female,2005,White,10817055.549999999
2912,Mid,Other,Female,2005,White,18462665.47
2913,Early,PhD,Female,2005,White,812402975.03
2914,Late,PhD,Female,2005,White,436449442.65
2915,Mid,PhD,Female,2005,White,1438051852.31
2916,Early,MD,Male,2005,White,446408120.61
2917,Late,MD,Male,2005,White,960945130.29
2918,Mid,MD,Male,2005,White,1889752267.12
2919,Early,MD-PhD,Male,2005,White,303767327.5
2920,Late,MD-PhD,Male,2005,White,299334309.4
2921,Mid,MD-PhD,Male,2005,White,870697276.09
2922,Early,Other,Male,2005,White,14160924.96
2923,Late,Other,Male,2005,White,31275461.349999998
2924,Mid,Other,Male,2005,White,25712702.82
2925,Early,PhD,Male,2005,White,1688906792.03
2926,Late,PhD,Male,2005,White,1500448425.83
2927,Mid,PhD,Male,2005,White,3516185386.73
2928,Early,MD,Female,2006,White,114210633.16
2929,Late,MD,Female,2006,White,63596966.16
2930,Mid,MD,Female,2006,White,430184531.48
2931,Early,MD-PhD,Female,2006,White,51654224.45
2932,Late,MD-PhD,Female,2006,White,24485152.930000003
2933,Mid,MD-PhD,Female,2006,White,101488418.67
2934,Early,Other,Female,2006,White,5646835.67
2935,Late,Other,Female,2006,White,11959761.98
2936,Mid,Other,Female,2006,White,19897266.27
2937,Early,PhD,Female,2006,White,760927841.67
2938,Late,PhD,Female,2006,White,454879864.94
2939,Mid,PhD,Female,2006,White,1416559827.12
2940,Early,MD,Male,2006,White,345935899.53
2941,Late,MD,Male,2006,White,1137437834.42
2942,Mid,MD,Male,2006,White,1599201861.22
2943,Early,MD-PhD,Male,2006,White,248602152.03
2944,Late,MD-PhD,Male,2006,White,278892079.76
2945,Mid,MD-PhD,Male,2006,White,809436493.55
2946,Early,Other,Male,2006,White,9356422.02
2947,Late,Other,Male,2006,White,23735629.32
2948,Mid,Other,Male,2006,White,29449007.67
2949,Early,PhD,Male,2006,White,1540173801.99
2950,Late,PhD,Male,2006,White,1597528567.85
2951,Mid,PhD,Male,2006,White,3242437671.19
2952,Early,MD,Female,2007,White,107791477.47
2953,Late,MD,Female,2007,White,80056044.51
2954,Mid,MD,Female,2007,White,407085927.24
2955,Early,MD-PhD,Female,2007,White,55071109.82
2956,Late,MD-PhD,Female,2007,White,27030914.080000002
2957,Mid,MD-PhD,Female,2007,White,99718275.24
2958,Early,Other,Female,2007,White,4802652.74
2959,Late,Other,Female,2007,White,13858150.43
2960,Mid,Other,Female,2007,White,15266929.46
2961,Early,PhD,Female,2007,White,780264755.72
2962,Late,PhD,Female,2007,White,475982348.27
2963,Mid,PhD,Female,2007,White,1376672035.17
2964,Early,MD,Male,2007,White,288471514.76
2965,Late,MD,Male,2007,White,1128403161.04
2966,Mid,MD,Male,2007,White,1536982753.01
2967,Early,MD-PhD,Male,2007,White,217330650.65
2968,Late,MD-PhD,Male,2007,White,288881667.53
2969,Mid,MD-PhD,Male,2007,White,797670086.34
2970,Early,Other,Male,2007,White,7087504.5
2971,Late,Other,Male,2007,White,20874291.43
2972,Mid,Other,Male,2007,White,31790628.48
2973,Early,PhD,Male,2007,White,1507441153.05
2974,Late,PhD,Male,2007,White,1666467603.48
2975,Mid,PhD,Male,2007,White,3075145559.93
2976,Early,MD,Female,2008,White,98747456.11
2977,Late,MD,Female,2008,White,82126591.8
2978,Mid,MD,Female,2008,White,411119657.29
2979,Early,MD-PhD,Female,2008,White,44603751.8
2980,Late,MD-PhD,Female,2008,White,22565136.24
2981,Mid,MD-PhD,Female,2008,White,96364690.75
2982,Early,Other,Female,2008,White,5590146.64
2983,Late,Other,Female,2008,White,10315298.75
2984,Mid,Other,Female,2008,White,10231548.26
2985,Early,PhD,Female,2008,White,768064384.67
2986,Late,PhD,Female,2008,White,485925819.21
2987,Mid,PhD,Female,2008,White,1278960940.46
2988,Early,MD,Male,2008,White,256722963.91
2989,Late,MD,Male,2008,White,1090147942.9
2990,Mid,MD,Male,2008,White,1382623678.65
2991,Early,MD-PhD,Male,2008,White,204138506.19
2992,Late,MD-PhD,Male,2008,White,274695773.9
2993,Mid,MD-PhD,Male,2008,White,755162099.69
2994,Early,Other,Male,2008,White,6650196.68
2995,Late,Other,Male,2008,White,17952180.47
2996,Mid,Other,Male,2008,White,24514122.25
2997,Early,PhD,Male,2008,White,1407788146.32
2998,Late,PhD,Male,2008,White,1667805988.21
2999,Mid,PhD,Male,2008,White,2806198504.09
3000,Early,MD,Female,2009,White,100550892.89
3001,Late,MD,Female,2009,White,82600225.56
3002,Mid,MD,Female,2009,White,402269557.51
3003,Early,MD-PhD,Female,2009,White,48845102.91
3004,Late,MD-PhD,Female,2009,White,24700036.41
3005,Mid,MD-PhD,Female,2009,White,108820436.28
3006,Early,Other,Female,2009,White,5201356.109999999
3007,Late,Other,Female,2009,White,10420582.75
3008,Mid,Other,Female,2009,White,8542946.63
3009,Early,PhD,Female,2009,White,756296804.39
3010,Late,PhD,Female,2009,White,605149176.01
3011,Mid,PhD,Female,2009,White,1194789967.51
3012,Early,MD,Male,2009,White,243518238.65
3013,Late,MD,Male,2009,White,1083026710.12
3014,Mid,MD,Male,2009,White,1286789380.13
3015,Early,MD-PhD,Male,2009,White,198162623.24
3016,Late,MD-PhD,Male,2009,White,297036997.35
3017,Mid,MD-PhD,Male,2009,White,736988182.38
3018,Early,Other,Male,2009,White,5799064.7
3019,Late,Other,Male,2009,White,15119465.49
3020,Mid,Other,Male,2009,White,29980329.43
3021,Early,PhD,Male,2009,White,1402178861.04
3022,Late,PhD,Male,2009,White,1715598464.83
3023,Mid,PhD,Male,2009,White,2729386606.39
3024,Early,MD,Female,2010,White,97467591.3
3025,Late,MD,Female,2010,White,96390053.79
3026,Mid,MD,Female,2010,White,355415963.88
3027,Early,MD-PhD,Female,2010,White,52227734.61
3028,Late,MD-PhD,Female,2010,White,28427352.96
3029,Mid,MD-PhD,Female,2010,White,110366006.64
3030,Early,Other,Female,2010,White,5924477.69
3031,Late,Other,Female,2010,White,13696194.74
3032,Mid,Other,Female,2010,White,10774808.37
3033,Early,PhD,Female,2010,White,802646091.21
3034,Late,PhD,Female,2010,White,641897246.02
3035,Mid,PhD,Female,2010,White,1155314633.09
3036,Early,MD,Male,2010,White,226167376.43
3037,Late,MD,Male,2010,White,1047775814.03
3038,Mid,MD,Male,2010,White,1278299819.04
3039,Early,MD-PhD,Male,2010,White,212566500.25
3040,Late,MD-PhD,Male,2010,White,307884130.15
3041,Mid,MD-PhD,Male,2010,White,729543976.75
3042,Early,Other,Male,2010,White,3027013.05
3043,Late,Other,Male,2010,White,23580905.06
3044,Mid,Other,Male,2010,White,27930610.49
3045,Early,PhD,Male,2010,White,1373817869.39
3046,Late,PhD,Male,2010,White,1833613775.29
3047,Mid,PhD,Male,2010,White,2560571151.71
3048,Early,MD,Female,2011,White,102284356.06
3049,Late,MD,Female,2011,White,125966367.89
3050,Mid,MD,Female,2011,White,309090050.7
3051,Early,MD-PhD,Female,2011,White,52749907.36
3052,Late,MD-PhD,Female,2011,White,33488458.78
3053,Mid,MD-PhD,Female,2011,White,119516004.57000001
3054,Early,Other,Female,2011,White,6937460.93
3055,Late,Other,Female,2011,White,6873711.72
3056,Mid,Other,Female,2011,White,14743308.4
3057,Early,PhD,Female,2011,White,799529879.88
3058,Late,PhD,Female,2011,White,630501175.13
3059,Mid,PhD,Female,2011,White,1154101013.52
3060,Early,MD,Male,2011,White,218569053.99
3061,Late,MD,Male,2011,White,1046058540.56
3062,Mid,MD,Male,2011,White,1133638112.86
3063,Early,MD-PhD,Male,2011,White,184044956.01
3064,Late,MD-PhD,Male,2011,White,319828035.54
3065,Mid,MD-PhD,Male,2011,White,705709821.56
3066,Early,Other,Male,2011,White,6260896.84
3067,Late,Other,Male,2011,White,23909894.580000002
3068,Mid,Other,Male,2011,White,26724997.02
3069,Early,PhD,Male,2011,White,1378231673.95
3070,Late,PhD,Male,2011,White,1842176454.64
3071,Mid,PhD,Male,2011,White,2331444054.92
3072,Early,MD,Female,2012,White,101251400.67999999
3073,Late,MD,Female,2012,White,140933065.14
3074,Mid,MD,Female,2012,White,331340098.46999997
3075,Early,MD-PhD,Female,2012,White,57356339.97
3076,Late,MD-PhD,Female,2012,White,31384422.41
3077,Mid,MD-PhD,Female,2012,White,127353452.86
3078,Early,Other,Female,2012,White,8178966.87
3079,Late,Other,Female,2012,White,12296149.52
3080,Mid,Other,Female,2012,White,14445484.5
3081,Early,PhD,Female,2012,White,819084287.69
3082,Late,PhD,Female,2012,White,626097978.92
3083,Mid,PhD,Female,2012,White,1163968895.3
3084,Early,MD,Male,2012,White,201572924.84
3085,Late,MD,Male,2012,White,1030005077.14
3086,Mid,MD,Male,2012,White,1078059128.22
3087,Early,MD-PhD,Male,2012,White,183730936.14
3088,Late,MD-PhD,Male,2012,White,346703349.97
3089,Mid,MD-PhD,Male,2012,White,664795911.77
3090,Early,Other,Male,2012,White,5025369.68
3091,Late,Other,Male,2012,White,25382489.0
3092,Mid,Other,Male,2012,White,31707877.7
3093,Early,PhD,Male,2012,White,1384047177.72
3094,Late,PhD,Male,2012,White,1869846489.71
3095,Mid,PhD,Male,2012,White,2198307293.79
3096,Early,MD,Female,2013,White,87344712.4
3097,Late,MD,Female,2013,White,141355813.18
3098,Mid,MD,Female,2013,White,259622709.19
3099,Early,MD-PhD,Female,2013,White,52237528.82
3100,Late,MD-PhD,Female,2013,White,38359574.95
3101,Mid,MD-PhD,Female,2013,White,125669383.69
3102,Early,Other,Female,2013,White,6043675.41
3103,Late,Other,Female,2013,White,7455231.28
3104,Mid,Other,Female,2013,White,15556638.42
3105,Early,PhD,Female,2013,White,764618925.69
3106,Late,PhD,Female,2013,White,593173019.11
3107,Mid,PhD,Female,2013,White,1009259270.45
3108,Early,MD,Male,2013,White,189637424.33
3109,Late,MD,Male,2013,White,1040181824.17
3110,Mid,MD,Male,2013,White,905064312.62
3111,Early,MD-PhD,Male,2013,White,173184346.63
3112,Late,MD-PhD,Male,2013,White,355130879.13
3113,Mid,MD-PhD,Male,2013,White,617396006.99
3114,Early,Other,Male,2013,White,5142269.92
3115,Late,Other,Male,2013,White,16529215.73
3116,Mid,Other,Male,2013,White,27472444.63
3117,Early,PhD,Male,2013,White,1259396503.77
3118,Late,PhD,Male,2013,White,1767892030.72
3119,Mid,PhD,Male,2013,White,1974290878.01
3120,Early,MD,Female,2014,White,91123369.59
3121,Late,MD,Female,2014,White,167593354.8
3122,Mid,MD,Female,2014,White,309303973.99
3123,Early,MD-PhD,Female,2014,White,43565624.07
3124,Late,MD-PhD,Female,2014,White,40426950.68
3125,Mid,MD-PhD,Female,2014,White,163153127.0
3126,Early,Other,Female,2014,White,4340518.0600000005
3127,Late,Other,Female,2014,White,5978315.33
3128,Mid,Other,Female,2014,White,15239660.41
3129,Early,PhD,Female,2014,White,794672856.73
3130,Late,PhD,Female,2014,White,634699079.69
3131,Mid,PhD,Female,2014,White,990785257.81
3132,Early,MD,Male,2014,White,233843513.57999998
3133,Late,MD,Male,2014,White,1110607402.1
3134,Mid,MD,Male,2014,White,844096196.92
3135,Early,MD-PhD,Male,2014,White,158611710.21
3136,Late,MD-PhD,Male,2014,White,417937132.67
3137,Mid,MD-PhD,Male,2014,White,615912983.76
3138,Early,Other,Male,2014,White,8961151.13
3139,Late,Other,Male,2014,White,17926998.66
3140,Mid,Other,Male,2014,White,21209417.029999997
3141,Early,PhD,Male,2014,White,1300707347.64
3142,Late,PhD,Male,2014,White,1857794254.0
3143,Mid,PhD,Male,2014,White,1964725829.26
3144,Early,MD,Female,2015,White,89276702.71
3145,Late,MD,Female,2015,White,171095862.4
3146,Mid,MD,Female,2015,White,286349899.91
3147,Early,MD-PhD,Female,2015,White,54784365.54
3148,Late,MD-PhD,Female,2015,White,38387093.82
3149,Mid,MD-PhD,Female,2015,White,157172870.07
3150,Early,Other,Female,2015,White,8882944.64
3151,Late,Other,Female,2015,White,7020566.0200000005
3152,Mid,Other,Female,2015,White,10122565.719999999
3153,Early,PhD,Female,2015,White,820046890.78
3154,Late,PhD,Female,2015,White,665630583.6
3155,Mid,PhD,Female,2015,White,994104221.58
3156,Early,MD,Male,2015,White,194243867.27
3157,Late,MD,Male,2015,White,1060593779.02
3158,Mid,MD,Male,2015,White,714548141.73
3159,Early,MD-PhD,Male,2015,White,140541897.14
3160,Late,MD-PhD,Male,2015,White,434414191.36
3161,Mid,MD-PhD,Male,2015,White,571114431.68
3162,Early,Other,Male,2015,White,9955697.5
3163,Late,Other,Male,2015,White,17239511.51
3164,Mid,Other,Male,2015,White,21418393.97
3165,Early,PhD,Male,2015,White,1325496473.58
3166,Late,PhD,Male,2015,White,1895294144.86
3167,Mid,PhD,Male,2015,White,1970494072.89
3168,Early,MD,Female,2016,White,97357102.06
3169,Late,MD,Female,2016,White,176658078.82
3170,Mid,MD,Female,2016,White,277567784.63
3171,Early,MD-PhD,Female,2016,White,60134393.11
3172,Late,MD-PhD,Female,2016,White,51767725.65
3173,Mid,MD-PhD,Female,2016,White,170397740.87
3174,Early,Other,Female,2016,White,7645555.12
3175,Late,Other,Female,2016,White,8559999.44
3176,Mid,Other,Female,2016,White,10044265.1
3177,Early,PhD,Female,2016,White,876582736.79
3178,Late,PhD,Female,2016,White,706849197.86
3179,Mid,PhD,Female,2016,White,1089769977.47
3180,Early,MD,Male,2016,White,213756476.99
3181,Late,MD,Male,2016,White,1138748968.7
3182,Mid,MD,Male,2016,White,698675609.07
3183,Early,MD-PhD,Male,2016,White,155667030.9
3184,Late,MD-PhD,Male,2016,White,483293198.69
3185,Mid,MD-PhD,Male,2016,White,580711797.01
3186,Early,Other,Male,2016,White,9659659.76
3187,Late,Other,Male,2016,White,17952917.74
3188,Mid,Other,Male,2016,White,21313851.94
3189,Early,PhD,Male,2016,White,1353643389.1
3190,Late,PhD,Male,2016,White,1966976385.3
3191,Mid,PhD,Male,2016,White,2049214187.49
3192,Early,MD,Female,2017,White,99387473.75
3193,Late,MD,Female,2017,White,247804954.60999998
3194,Mid,MD,Female,2017,White,243801685.17
3195,Early,MD-PhD,Female,2017,White,59602372.3
3196,Late,MD-PhD,Female,2017,White,68923312.74
3197,Mid,MD-PhD,Female,2017,White,176745044.38
3198,Early,Other,Female,2017,White,9779578.58
3199,Late,Other,Female,2017,White,10642325.72
3200,Mid,Other,Female,2017,White,14235273.620000001
3201,Early,PhD,Female,2017,White,958185675.85
3202,Late,PhD,Female,2017,White,791722275.03
3203,Mid,PhD,Female,2017,White,1138266147.25
3204,Early,MD,Male,2017,White,216056068.82
3205,Late,MD,Male,2017,White,1191465293.07
3206,Mid,MD,Male,2017,White,658933990.06
3207,Early,MD-PhD,Male,2017,White,140289932.45
3208,Late,MD-PhD,Male,2017,White,515202681.04
3209,Mid,MD-PhD,Male,2017,White,566434283.73
3210,Early,Other,Male,2017,White,11985971.55
3211,Late,Other,Male,2017,White,25896047.21
3212,Mid,Other,Male,2017,White,21781881.830000002
3213,Early,PhD,Male,2017,White,1461653952.83
3214,Late,PhD,Male,2017,White,2005280381.17
3215,Mid,PhD,Male,2017,White,2005628604.79
3216,Early,MD,Female,2018,White,115229625.8
3217,Late,MD,Female,2018,White,275695699.21999997
3218,Mid,MD,Female,2018,White,278302930.02
3219,Early,MD-PhD,Female,2018,White,53599689.089999996
3220,Late,MD-PhD,Female,2018,White,79741239.37
3221,Mid,MD-PhD,Female,2018,White,170890121.82
3222,Early,Other,Female,2018,White,11882761.64
3223,Late,Other,Female,2018,White,10159580.33
3224,Mid,Other,Female,2018,White,17950908.51
3225,Early,PhD,Female,2018,White,1048259794.31
3226,Late,PhD,Female,2018,White,847353129.4
3227,Mid,PhD,Female,2018,White,1216705568.34
3228,Early,MD,Male,2018,White,246088856.93
3229,Late,MD,Male,2018,White,1246395723.27
3230,Mid,MD,Male,2018,White,623708059.17
3231,Early,MD-PhD,Male,2018,White,158342483.14000002
3232,Late,MD-PhD,Male,2018,White,542654690.0
3233,Mid,MD-PhD,Male,2018,White,529680065.35
3234,Early,Other,Male,2018,White,15694644.02
3235,Late,Other,Male,2018,White,22243270.48
3236,Mid,Other,Male,2018,White,25884055.38
3237,Early,PhD,Male,2018,White,1510761327.36
3238,Late,PhD,Male,2018,White,1946886379.09
3239,Mid,PhD,Male,2018,White,2133144568.29
3240,Early,MD,Female,2019,White,116040542.78999999
3241,Late,MD,Female,2019,White,290041310.04
3242,Mid,MD,Female,2019,White,326101734.13
3243,Early,MD-PhD,Female,2019,White,68015782.64
3244,Late,MD-PhD,Female,2019,White,71934446.45
3245,Mid,MD-PhD,Female,2019,White,181062914.3
3246,Early,Other,Female,2019,White,14953452.290000001
3247,Late,Other,Female,2019,White,12006991.67
3248,Mid,Other,Female,2019,White,33269908.14
3249,Early,PhD,Female,2019,White,1167286503.86
3250,Late,PhD,Female,2019,White,889426350.95
3251,Mid,PhD,Female,2019,White,1370488531.83
3252,Early,MD,Male,2019,White,220324390.74
3253,Late,MD,Male,2019,White,1237336194.87
3254,Mid,MD,Male,2019,White,668737491.83
3255,Early,MD-PhD,Male,2019,White,172803210.91
3256,Late,MD-PhD,Male,2019,White,581001452.97
3257,Mid,MD-PhD,Male,2019,White,521004761.56
3258,Early,Other,Male,2019,White,19425746.29
3259,Late,Other,Male,2019,White,23563817.29
3260,Mid,Other,Male,2019,White,24544168.55
3261,Early,PhD,Male,2019,White,1650537701.99
3262,Late,PhD,Male,2019,White,2106441339.36
3263,Mid,PhD,Male,2019,White,2172582010.36
3264,Early,MD,Female,2020,White,143310786.73
3265,Late,MD,Female,2020,White,291411720.12
3266,Mid,MD,Female,2020,White,320240847.55
3267,Early,MD-PhD,Female,2020,White,66831877.86
3268,Late,MD-PhD,Female,2020,White,96402256.27
3269,Mid,MD-PhD,Female,2020,White,185672627.29
3270,Early,Other,Female,2020,White,14980540.28
3271,Late,Other,Female,2020,White,14807938.56
3272,Mid,Other,Female,2020,White,26506490.14
3273,Early,PhD,Female,2020,White,1252670977.3
3274,Late,PhD,Female,2020,White,911555027.2
3275,Mid,PhD,Female,2020,White,1461831376.77
3276,Early,MD,Male,2020,White,235817650.15
3277,Late,MD,Male,2020,White,1338055962.43
3278,Mid,MD,Male,2020,White,653723901.53
3279,Early,MD-PhD,Male,2020,White,159921240.07
3280,Late,MD-PhD,Male,2020,White,587121803.24
3281,Mid,MD-PhD,Male,2020,White,542869784.14
3282,Early,Other,Male,2020,White,22538783.77
3283,Late,Other,Male,2020,White,38373811.07
3284,Mid,Other,Male,2020,White,31427478.15
3285,Early,PhD,Male,2020,White,1644763119.55
3286,Late,PhD,Male,2020,White,2057442011.15
3287,Mid,PhD,Male,2020,White,2267880190.83
