,INSTITUTION TYPE,FUNDING MECHANISM,YEAR,CODE,FUNDING
3396,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,NH,403861.6177549523
3397,None,RPGs - Non SBIR/STTR,2014.0,NH,306802.0
3398,None,RPGs - SBIR/STTR,2014.0,NH,480771.86057692306
3399,Domestic Higher Education,Research Centers,2014.0,NH,1783559.5714285714
3400,Domestic Higher Education,Training - Individual,2014.0,NH,46110.8
3401,Domestic Higher Education,Training - Institutional,2014.0,NH,293345.71428571426
3402,Domestic Higher Education,Other Research-Related,2015.0,NH,282227.93333333335
3403,None,Other Research-Related,2015.0,NH,1252215.0
3404,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,NH,430064.0604467805
3405,None,RPGs - SBIR/STTR,2015.0,NH,625633.4611650485
3406,Domestic Higher Education,Research Centers,2015.0,NH,1686932.1538461538
3407,Domestic Higher Education,Training - Individual,2015.0,NH,48265.3
3408,Domestic Higher Education,Training - Institutional,2015.0,NH,298768.6666666667
3409,Domestic Higher Education,Other Research-Related,2016.0,NH,380007.625
3410,None,Other Research-Related,2016.0,NH,1246871.0
3411,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,NH,435544.37839673914
3412,None,RPGs - SBIR/STTR,2016.0,NH,473650.87978142075
3413,Domestic Higher Education,Research Centers,2016.0,NH,1323372.1333333333
3414,Domestic Higher Education,Training - Individual,2016.0,NH,45070.72727272727
3415,Domestic Higher Education,Training - Institutional,2016.0,NH,289697.14285714284
3416,Domestic Higher Education,Other Research-Related,2017.0,NH,235270.53846153847
3417,None,Other Research-Related,2017.0,NH,1238812.0
3418,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,NH,451472.95925414364
3419,None,RPGs - SBIR/STTR,2017.0,NH,615406.8719211823
3420,Domestic Higher Education,Research Centers,2017.0,NH,1061089.640883978
3421,Domestic Higher Education,Training - Individual,2017.0,NH,38425.6
3422,Domestic Higher Education,Training - Institutional,2017.0,NH,243754.88888888888
3423,Domestic Higher Education,Other Research-Related,2018.0,NH,232026.91666666666
3424,None,Other Research-Related,2018.0,NH,1230875.0
3425,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,NH,471251.0955932203
3426,None,RPGs - SBIR/STTR,2018.0,NH,535543.9814126394
3427,Domestic Higher Education,Research Centers,2018.0,NH,1183498.715328467
3428,Domestic Higher Education,Training - Individual,2018.0,NH,43338.357142857145
3429,Domestic Higher Education,Training - Institutional,2018.0,NH,244501.2
3430,Domestic Higher Education,Other Research-Related,2019.0,NH,447558.07692307694
3431,None,Other Research-Related,2019.0,NH,286133.8181818182
3432,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,NH,518248.2356979405
3433,None,RPGs - Non SBIR/STTR,2019.0,NH,431927.5833333333
3434,None,RPGs - SBIR/STTR,2019.0,NH,513257.0632183908
3435,Domestic Higher Education,Research Centers,2019.0,NH,1102809.9811320754
3436,Domestic Higher Education,Training - Individual,2019.0,NH,45465.28571428572
3437,Domestic Higher Education,Training - Institutional,2019.0,NH,277111.0
3438,None,Training - Institutional,2019.0,NH,582167.0
3439,Domestic Higher Education,Other,2020.0,NH,682929.0
3440,Domestic Higher Education,Other Research-Related,2020.0,NH,337859.06451612903
3441,None,Other Research-Related,2020.0,NH,202609.0158730159
3442,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,NH,514204.0988929889
3443,None,RPGs - Non SBIR/STTR,2020.0,NH,476677.14285714284
3444,None,RPGs - SBIR/STTR,2020.0,NH,761814.8080357143
3445,Domestic Higher Education,Research Centers,2020.0,NH,975653.2076271187
3446,Domestic Higher Education,Training - Individual,2020.0,NH,45373.25
3447,None,Training - Individual,2020.0,NH,45520.0
3448,Domestic Higher Education,Training - Institutional,2020.0,NH,265024.4285714286
3449,Domestic Higher Education,Other,2021.0,NH,666063.0
3450,Domestic Higher Education,Other Research-Related,2021.0,NH,324628.6216216216
3451,None,Other Research-Related,2021.0,NH,193514.1320754717
3452,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,NH,508567.9679144385
3453,None,RPGs - Non SBIR/STTR,2021.0,NH,382063.8775510204
3454,None,RPGs - SBIR/STTR,2021.0,NH,657464.8361581921
3455,Domestic Higher Education,Research Centers,2021.0,NH,1229765.2925170069
3456,Domestic Higher Education,Training - Individual,2021.0,NH,47702.666666666664
3457,None,Training - Individual,2021.0,NH,46036.0
3458,Domestic Higher Education,Training - Institutional,2021.0,NH,305947.6666666667
3459,Domestic Higher Education,Other Research-Related,2012.0,NJ,369971.6640625
3460,Independent Hospitals,Other Research-Related,2012.0,NJ,97881.0
3461,None,Other Research-Related,2012.0,NJ,480716.9655172414
3462,Research Institutes,Other Research-Related,2012.0,NJ,125280.5
3463,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,NJ,380658.6143250689
3464,Independent Hospitals,RPGs - Non SBIR/STTR,2012.0,NJ,269176.1666666667
3465,None,RPGs - Non SBIR/STTR,2012.0,NJ,450671.7261592301
3466,Research Institutes,RPGs - Non SBIR/STTR,2012.0,NJ,259561.125
3467,None,RPGs - SBIR/STTR,2012.0,NJ,504676.5374449339
3468,Domestic Higher Education,Research Centers,2012.0,NJ,1636569.0
3469,None,Research Centers,2012.0,NJ,1188167.6
3470,Domestic Higher Education,Training - Individual,2012.0,NJ,47993.384223918576
3471,None,Training - Individual,2012.0,NJ,35880.25806451613
3472,Domestic Higher Education,Training - Institutional,2012.0,NJ,640219.5
3473,None,Training - Institutional,2012.0,NJ,207450.45945945947
3474,Domestic Higher Education,Other Research-Related,2013.0,NJ,360410.1655629139
3475,None,Other Research-Related,2013.0,NJ,335027.75247524754
3476,Research Institutes,Other Research-Related,2013.0,NJ,124827.0
3477,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,NJ,333526.77223557694
3478,Independent Hospitals,RPGs - Non SBIR/STTR,2013.0,NJ,261035.33333333334
3479,None,RPGs - Non SBIR/STTR,2013.0,NJ,331482.3339317774
3480,Research Institutes,RPGs - Non SBIR/STTR,2013.0,NJ,239200.66666666666
3481,None,RPGs - SBIR/STTR,2013.0,NJ,455818.2413793103
3482,Domestic Higher Education,Research Centers,2013.0,NJ,1513712.25
3483,None,Research Centers,2013.0,NJ,1573048.142857143
3484,Domestic Higher Education,Training - Individual,2013.0,NJ,50401.05367231638
3485,None,Training - Individual,2013.0,NJ,33305.71296296296
3486,Domestic Higher Education,Training - Institutional,2013.0,NJ,591526.25
3487,None,Training - Institutional,2013.0,NJ,122321.27083333333
3488,Domestic Higher Education,Other Research-Related,2014.0,NJ,343648.01379310346
3489,None,Other Research-Related,2014.0,NJ,367419.31746031746
3490,Research Institutes,Other Research-Related,2014.0,NJ,124375.0
3491,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,NJ,423197.903887689
3492,Independent Hospitals,RPGs - Non SBIR/STTR,2014.0,NJ,352397.3333333333
3493,None,RPGs - Non SBIR/STTR,2014.0,NJ,498720.88007554295
3494,Research Institutes,RPGs - Non SBIR/STTR,2014.0,NJ,280727.0
3495,None,RPGs - SBIR/STTR,2014.0,NJ,400149.05970149254
3496,Domestic Higher Education,Research Centers,2014.0,NJ,704208.0
3497,None,Research Centers,2014.0,NJ,815672.25
3498,Domestic Higher Education,Training - Individual,2014.0,NJ,50024.18105263158
3499,None,Training - Individual,2014.0,NJ,32818.0
3500,Domestic Higher Education,Training - Institutional,2014.0,NJ,610788.84
3501,None,Training - Institutional,2014.0,NJ,120559.5
3502,Domestic Higher Education,Other Research-Related,2015.0,NJ,268142.9140625
3503,None,Other Research-Related,2015.0,NJ,465794.183908046
3504,Research Institutes,Other Research-Related,2015.0,NJ,110755.0
3505,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,NJ,415531.9442436758
3506,Independent Hospitals,RPGs - Non SBIR/STTR,2015.0,NJ,821380.4444444445
3507,None,RPGs - Non SBIR/STTR,2015.0,NJ,467679.28103044495
3508,Research Institutes,RPGs - Non SBIR/STTR,2015.0,NJ,249432.33333333334
3509,None,RPGs - SBIR/STTR,2015.0,NJ,364709.826446281
3510,Domestic Higher Education,Research Centers,2015.0,NJ,348530.35
3511,None,Research Centers,2015.0,NJ,689371.9333333333
3512,Research Institutes,Research Centers,2015.0,NJ,2800000.0
3513,Domestic Higher Education,Training - Individual,2015.0,NJ,46706.13970588235
3514,None,Training - Individual,2015.0,NJ,34980.857142857145
3515,Domestic Higher Education,Training - Institutional,2015.0,NJ,574600.44
3516,None,Training - Institutional,2015.0,NJ,1.0
3517,Domestic Higher Education,Other Research-Related,2016.0,NJ,187239.03686635944
3518,None,Other Research-Related,2016.0,NJ,408453.44
3519,Research Institutes,Other Research-Related,2016.0,NJ,110715.0
3520,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,NJ,446610.8384279476
3521,Independent Hospitals,RPGs - Non SBIR/STTR,2016.0,NJ,263000.6666666667
3522,None,RPGs - Non SBIR/STTR,2016.0,NJ,500000.0
3523,Research Institutes,RPGs - Non SBIR/STTR,2016.0,NJ,167787.33333333334
3524,None,RPGs - SBIR/STTR,2016.0,NJ,436384.734375
3525,Domestic Higher Education,Research Centers,2016.0,NJ,485433.375
3526,Research Institutes,Research Centers,2016.0,NJ,1825000.0
3527,Domestic Higher Education,Training - Individual,2016.0,NJ,48833.80684104628
3528,Domestic Higher Education,Training - Institutional,2016.0,NJ,621304.3692307692
3529,Domestic Higher Education,Other Research-Related,2017.0,NJ,186062.256
3530,None,Other Research-Related,2017.0,NJ,36250.0
3531,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,NJ,456082.0375880971
3532,Independent Hospitals,RPGs - Non SBIR/STTR,2017.0,NJ,343719.28571428574
3533,None,RPGs - Non SBIR/STTR,2017.0,NJ,333110.5970149254
3534,Research Institutes,RPGs - Non SBIR/STTR,2017.0,NJ,327555.0
3535,None,RPGs - SBIR/STTR,2017.0,NJ,528823.3813953488
3536,Domestic Higher Education,Research Centers,2017.0,NJ,514349.1935483871
3537,Research Institutes,Research Centers,2017.0,NJ,1825000.0
3538,Domestic Higher Education,Training - Individual,2017.0,NJ,47927.35101404056
3539,None,Training - Individual,2017.0,NJ,44044.0
3540,Domestic Higher Education,Training - Institutional,2017.0,NJ,596988.4923076923
3541,Domestic Higher Education,Other Research-Related,2018.0,NJ,362500.20652173914
3542,None,Other Research-Related,2018.0,NJ,50000.0
3543,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,NJ,501232.8256429652
3544,Independent Hospitals,RPGs - Non SBIR/STTR,2018.0,NJ,381569.3125
3545,None,RPGs - Non SBIR/STTR,2018.0,NJ,394659.0857142857
3546,Research Institutes,RPGs - Non SBIR/STTR,2018.0,NJ,325011.0
3547,None,RPGs - SBIR/STTR,2018.0,NJ,496392.0409090909
3548,Research Institutes,RPGs - SBIR/STTR,2018.0,NJ,172153.0
3549,Domestic Higher Education,Research Centers,2018.0,NJ,532361.6451612903
3550,Research Institutes,Research Centers,2018.0,NJ,1825000.0
3551,Domestic Higher Education,Training - Individual,2018.0,NJ,55220.38167938931
3552,Domestic Higher Education,Training - Institutional,2018.0,NJ,530295.8923076923
3553,Domestic Higher Education,Other Research-Related,2019.0,NJ,139104.0
3554,None,Other Research-Related,2019.0,NJ,567382.0
3555,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,NJ,500203.1403322729
3556,Independent Hospitals,RPGs - Non SBIR/STTR,2019.0,NJ,844764.3181818182
3557,None,RPGs - Non SBIR/STTR,2019.0,NJ,526674.4166666666
3558,Research Institutes,RPGs - Non SBIR/STTR,2019.0,NJ,567211.9285714285
3559,None,RPGs - SBIR/STTR,2019.0,NJ,538444.9615384615
3560,Research Institutes,RPGs - SBIR/STTR,2019.0,NJ,673385.0
3561,Domestic Higher Education,Research Centers,2019.0,NJ,2813285.3333333335
3562,Research Institutes,Research Centers,2019.0,NJ,1825000.0
3563,Domestic Higher Education,Training - Individual,2019.0,NJ,55040.676291793316
3564,Domestic Higher Education,Training - Institutional,2019.0,NJ,500742.10256410256
3565,Domestic Higher Education,Other Research-Related,2020.0,NJ,285961.6923076923
3566,None,Other Research-Related,2020.0,NJ,476170.13333333336
3567,Research Institutes,Other Research-Related,2020.0,NJ,54000.0
3568,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,NJ,546618.9322722655
3569,Independent Hospitals,RPGs - Non SBIR/STTR,2020.0,NJ,783123.0847457628
3570,None,RPGs - Non SBIR/STTR,2020.0,NJ,1408176.4029850746
3571,Research Institutes,RPGs - Non SBIR/STTR,2020.0,NJ,336791.0
3572,None,RPGs - SBIR/STTR,2020.0,NJ,550981.1014492754
3573,Research Institutes,RPGs - SBIR/STTR,2020.0,NJ,715042.0
3574,Domestic Higher Education,Research Centers,2020.0,NJ,1806154.0
3575,Research Institutes,Research Centers,2020.0,NJ,1425000.0
3576,Domestic Higher Education,Training - Individual,2020.0,NJ,53834.75688073395
3577,Domestic Higher Education,Training - Institutional,2020.0,NJ,542451.2948717949
3578,Domestic Higher Education,Other Research-Related,2021.0,NJ,354078.5234375
3579,None,Other Research-Related,2021.0,NJ,1289625.25
3580,Research Institutes,Other Research-Related,2021.0,NJ,880832.3076923077
3581,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,NJ,514969.1670138889
3582,Independent Hospitals,RPGs - Non SBIR/STTR,2021.0,NJ,1202708.142857143
3583,None,RPGs - Non SBIR/STTR,2021.0,NJ,337912.3142857143
3584,Research Institutes,RPGs - Non SBIR/STTR,2021.0,NJ,482051.68
3585,None,RPGs - SBIR/STTR,2021.0,NJ,649329.7857142857
3586,Domestic Higher Education,Research Centers,2021.0,NJ,1747951.875
3587,Research Institutes,Research Centers,2021.0,NJ,2134864.5
3588,Domestic Higher Education,Training - Individual,2021.0,NJ,51579.574468085106
3589,Domestic Higher Education,Training - Institutional,2021.0,NJ,540446.3875
3590,Domestic Higher Education,Other Research-Related,2012.0,NM,225019.15
3591,None,Other Research-Related,2012.0,NM,362639.35714285716
3592,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,NM,334841.74
3593,None,RPGs - Non SBIR/STTR,2012.0,NM,476258.3661971831
3594,Research Institutes,RPGs - Non SBIR/STTR,2012.0,NM,457478.14285714284
3595,None,RPGs - SBIR/STTR,2012.0,NM,419872.53846153844
3596,Domestic Higher Education,Research Centers,2012.0,NM,1341647.625
3597,None,Research Centers,2012.0,NM,1018031.8333333334
3598,Research Institutes,Research Centers,2012.0,NM,2271690.0
3599,Domestic Higher Education,Training - Individual,2012.0,NM,31604.5
3600,None,Training - Individual,2012.0,NM,26208.666666666668
3601,Domestic Higher Education,Training - Institutional,2012.0,NM,643284.0
3602,None,Training - Institutional,2012.0,NM,263147.8333333333
3603,Domestic Higher Education,Other Research-Related,2013.0,NM,281975.8181818182
3604,None,Other Research-Related,2013.0,NM,305034.2
3605,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,NM,379743.22857142857
3606,None,RPGs - Non SBIR/STTR,2013.0,NM,397268.25
3607,Research Institutes,RPGs - Non SBIR/STTR,2013.0,NM,450104.9
3608,None,RPGs - SBIR/STTR,2013.0,NM,419573.44444444444
3609,Domestic Higher Education,Research Centers,2013.0,NM,1393706.5
3610,None,Research Centers,2013.0,NM,1571892.3333333333
3611,Research Institutes,Research Centers,2013.0,NM,2473512.0
3612,Domestic Higher Education,Training - Individual,2013.0,NM,31286.5
3613,None,Training - Individual,2013.0,NM,46168.0
3614,Research Institutes,Training - Individual,2013.0,NM,59717.0
3615,Domestic Higher Education,Training - Institutional,2013.0,NM,327194.0
3616,None,Training - Institutional,2013.0,NM,307848.3333333333
3617,Domestic Higher Education,Other Research-Related,2014.0,NM,240954.15625
3618,None,Other Research-Related,2014.0,NM,360039.77777777775
3619,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,NM,398973.98630136985
3620,None,RPGs - Non SBIR/STTR,2014.0,NM,412371.3243243243
3621,Research Institutes,RPGs - Non SBIR/STTR,2014.0,NM,556043.8695652174
3622,None,RPGs - SBIR/STTR,2014.0,NM,290758.125
3623,Domestic Higher Education,Research Centers,2014.0,NM,1038628.0555555555
3624,None,Research Centers,2014.0,NM,1019847.0
3625,Research Institutes,Research Centers,2014.0,NM,2418292.0
3626,Domestic Higher Education,Training - Individual,2014.0,NM,31836.6
3627,None,Training - Individual,2014.0,NM,30198.0
3628,Research Institutes,Training - Individual,2014.0,NM,55982.0
3629,Domestic Higher Education,Training - Institutional,2014.0,NM,269876.25
3630,None,Training - Institutional,2014.0,NM,331987.0
3631,Domestic Higher Education,Other Research-Related,2015.0,NM,288823.375
3632,None,Other Research-Related,2015.0,NM,243571.22222222222
3633,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,NM,403822.82258064515
3634,None,RPGs - Non SBIR/STTR,2015.0,NM,399068.525
3635,Research Institutes,RPGs - Non SBIR/STTR,2015.0,NM,499879.4761904762
3636,None,RPGs - SBIR/STTR,2015.0,NM,376278.6666666667
3637,Domestic Higher Education,Research Centers,2015.0,NM,1242094.4705882352
3638,None,Research Centers,2015.0,NM,1001311.0
3639,Research Institutes,Research Centers,2015.0,NM,2402180.0
3640,Domestic Higher Education,Training - Individual,2015.0,NM,26803.333333333332
3641,None,Training - Individual,2015.0,NM,28189.0
3642,Research Institutes,Training - Individual,2015.0,NM,58742.0
3643,Domestic Higher Education,Training - Institutional,2015.0,NM,332395.3333333333
3644,None,Training - Institutional,2015.0,NM,348642.0
3645,Domestic Higher Education,Other Research-Related,2016.0,NM,396342.13333333336
3646,Research Institutes,Other Research-Related,2016.0,NM,168780.0
3647,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,NM,382872.47252747254
3648,None,RPGs - Non SBIR/STTR,2016.0,NM,481977.375
3649,Research Institutes,RPGs - Non SBIR/STTR,2016.0,NM,510468.5652173913
3650,None,RPGs - SBIR/STTR,2016.0,NM,470296.78571428574
3651,Domestic Higher Education,Research Centers,2016.0,NM,1040891.7619047619
3652,Research Institutes,Research Centers,2016.0,NM,2375198.0
3653,Domestic Higher Education,Training - Individual,2016.0,NM,30941.222222222223
3654,Research Institutes,Training - Individual,2016.0,NM,54575.0
3655,Domestic Higher Education,Training - Institutional,2016.0,NM,275246.0
3656,Domestic Higher Education,Other Research-Related,2017.0,NM,295336.8620689655
3657,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,NM,464533.0
3658,None,RPGs - Non SBIR/STTR,2017.0,NM,454469.14285714284
