,ORGANIZATION NAME,TOTAL FUNDING,TOTAL PROJECT,TOTAL PATENT,TOTAL PUBLICATON
4873,"VIRSCIO, INC.",1890136.0,2.0,0.0,0.0
4874,POMONA COLLEGE,1891237.0,6.0,0.0,12.0
4875,"AXIOMX, INC.",1891781.0,6.0,0.0,5.0
4876,COLLEGE OF NEW JERSEY,1892591.0,6.0,0.0,2.0
4877,"ONCOSCOPE, INC.",1893299.0,2.0,0.0,1.0
4878,"OMEGA OPTICS, INC.",1895085.0,6.0,0.0,20.0
4879,UNIVERSITY OF GLASGOW,1895947.0,6.0,0.0,0.0
4880,"INSERT, INC.",1897221.0,4.0,0.0,2.0
4881,"MICROELASTIC ULTRASOUND SYSTEMS, INC.",1898247.0,4.0,0.0,1.0
4882,LAGUARDIA COMMUNITY COLLEGE,1898754.0,6.0,0.0,2.0
4883,MIMOSA ACOUSTICS,1899037.0,3.0,0.0,0.0
4884,RESULTS GROUP,1899727.0,3.0,0.0,0.0
4885,CORAMED TECHNOLOGIES,1901212.0,2.0,0.0,0.0
4886,AVIDBIOTICS CORPORATION,1901856.0,6.0,0.0,4.0
4887,"SCR, INC.",1903902.0,3.0,0.0,1.0
4888,"CORTECHS LABS, INC.",1904370.0,6.0,0.0,0.0
4889,APPALACHIAN STATE UNIVERSITY,1904933.0,8.0,0.0,8.0
4890,ADAPTIVE TESTING TECHNOLOGIES,1906005.0,5.0,0.0,2.0
4891,"HONEYCOMB BIOTECHNOLOGIES, INC.",1906323.0,3.0,0.0,0.0
4892,ORGANIZATIONAL WELLNESS & LEARNING SYS,1907236.0,7.0,0.0,0.0
4893,INTERNATIONAL CENTRE OF INSECT PHYSIOLOG,1907457.0,11.0,0.0,8.0
4894,MEDICAL CARE CORPORATION,1907582.0,5.0,0.0,0.0
4895,GREENVILLE HOSPITAL SYSTEM,1907848.0,2.0,0.0,95.0
4896,"GATACA, LLC",1907863.0,4.0,0.0,0.0
4897,"AUSCULTECH DX, LLC",1909146.0,4.0,0.0,0.0
4898,"D'VINCI INTERACTIVE, INC.",1909723.0,3.0,0.0,0.0
4899,"FUNCTIONAL GENETICS, INC.",1912254.0,2.0,0.0,0.0
4900,"ZENALUX BIOMEDICAL, INC.",1912307.0,5.0,0.0,4.0
4901,"BELL BIOSYSTEMS, INC.",1912318.0,4.0,0.0,6.0
4902,"CICLOMED, LLC",1912633.0,2.0,0.0,0.0
4903,LUMIS CORP.,1914014.0,3.0,0.0,0.0
4904,"INKSPACE IMAGING, INC.",1914387.0,3.0,0.0,0.0
4905,WALTER AND ELIZA HALL INST MEDICAL RES,1914694.0,5.0,0.0,109.0
4906,"QT MEDICAL, INC.",1915260.0,2.0,0.0,1.0
4907,BONDWELL TECHNOLOGIES LP,1915469.0,3.0,0.0,0.0
4908,PICOYUNE,1916047.0,6.0,0.0,0.0
4909,UNIVERSITY OF ALABAMA IN HUNTSVILLE,1917184.0,8.0,0.0,2.0
4910,"TALARIA, INC.",1917775.0,5.0,0.0,16.0
4911,"EXCITANT THERAPEUTICS, LLC",1917922.0,5.0,0.0,0.0
4912,CHILDREN'S HOSPITAL OF WISCONSIN,1920607.0,3.0,0.0,1.0
4913,"TOGETHER SENIOR HEALTH, INC.",1922794.0,2.0,0.0,0.0
4914,"TWIN STAR TDS, LLC",1923241.0,6.0,0.0,2.0
4915,XDEMICS CORPORATION,1923411.0,3.0,0.0,0.0
4916,UNIVERSITY OF TULSA,1923697.0,10.0,0.0,28.0
4917,RESEARCH INSTITUTE FOR TROPICAL MEDICINE,1923748.0,5.0,0.0,9.0
4918,"IMAGINAB, INC.",1923853.0,2.0,0.0,1.0
4919,"PATH BIOANALYTICS, INC.",1925387.0,3.0,0.0,0.0
4920,"HOLOMIC, LLC",1928981.0,3.0,0.0,0.0
4921,BRYN MAWR COLLEGE,1929535.0,6.0,0.0,15.0
4922,"C. LIGHT TECHNOLOGIES, INC.",1930057.0,4.0,0.0,1.0
4923,"NAVIPOINT GENOMICS, LLC",1931248.0,2.0,0.0,0.0
4924,"SENTIA MEDICAL SCIENCES, INC.",1931853.0,3.0,0.0,0.0
4925,OMEROS CORPORATION,1931881.0,5.0,0.0,0.0
4926,ACADEMISCH ZIEKENHUIS PARAMARIBO,1932299.0,6.0,0.0,13.0
4927,"SOUTH RAMPART PHARMA, LLC",1932979.0,3.0,0.0,0.0
4928,"ENSIGN PHARMACEUTICAL, INC",1933011.0,3.0,0.0,1.0
4929,ADVANCED SMART SYSTEMS/EVALUATION TECHNO,1933283.0,3.0,0.0,0.0
4930,"ACENXION BIOSYSTEMS, INC.",1934394.0,2.0,0.0,0.0
4931,"FAKNOSTICS, LLC",1934792.0,4.0,0.0,0.0
4932,"OMNEURON, INC.",1935288.0,6.0,0.0,0.0
4933,APPLIED SCIENTIFIC RESEARCH,1935757.0,6.0,0.0,0.0
4934,"SCHELL GAMES, LLC",1936145.0,4.0,0.0,2.0
4935,"INVOTEK, INC.",1940515.0,11.0,1.0,1.0
4936,"DIAPIN THERAPEUTICS, LLC",1940762.0,4.0,0.0,2.0
4937,"BIOIO, LLC",1940850.0,5.0,0.0,3.0
4938,"MB RESEARCH LABORATORIES, INC.",1941100.0,6.0,0.0,0.0
4939,"CELL AND TISSUE SYSTEMS, INC.",1943728.0,6.0,0.0,4.0
4940,"SIDX, INC.",1943774.0,4.0,0.0,0.0
4941,"INNOVATIONS UNLIMITED, LLC",1944792.0,5.0,0.0,0.0
4942,"METACTIVE MEDICAL, INC.",1945329.0,4.0,0.0,0.0
4943,"XLOCK BIOSCIENCES, LLC",1945492.0,3.0,0.0,1.0
4944,"TFC BIOSCIENCES, INC.",1946377.0,3.0,0.0,0.0
4945,"ONCOVIR, INC.",1946722.0,4.0,0.0,1.0
4946,NET ESOLUTIONS CORPORATION (NETE),1947014.0,3.0,0.0,0.0
4947,"ORGANOVO, INC.",1947354.0,4.0,0.0,1.0
4948,RASD RWANDA,1947631.0,12.0,0.0,15.0
4949,"BIOORG3.14, LLC",1947673.0,4.0,0.0,0.0
4950,"REWIRE NEUROSCIENCE, LLC",1949753.0,3.0,0.0,2.0
4951,"INMUNE BIO, INC.",1950421.0,2.0,0.0,0.0
4952,"PROMENTIS PHARMACEUTICALS, INC.",1951366.0,4.0,0.0,1.0
4953,"INFLAMMATIX, INC.",1953209.0,3.0,0.0,0.0
4954,"ALLINAIRE THERAPEUTICS, LLC",1955071.0,3.0,0.0,0.0
4955,"BIOMOTUM, LLC",1955375.0,3.0,0.0,1.0
4956,"PHRASE HEALTH, INC.",1955744.0,3.0,0.0,0.0
4957,"POLYCORE THERAPEUTICS, LLC",1956554.0,3.0,0.0,0.0
4958,"PROTILLION BIOSCIENCES, INC.",1958320.0,3.0,0.0,0.0
4959,"FESARIUSTHERAPEUTICS, INC.",1958504.0,4.0,0.0,0.0
4960,"PHARMABRIDGE, INC.",1959948.0,2.0,2.0,1.0
4961,"BLUEGRASS ADVANCED MATERIALS, LLC",1961411.0,5.0,0.0,3.0
4962,VASSAR COLLEGE,1962621.0,8.0,0.0,3.0
4963,"HINGEZ THERAPEUTICS, INC.",1964245.0,3.0,0.0,0.0
4964,"BLUE SKY DESIGNS, INC.",1964287.0,5.0,0.0,0.0
4965,"OPTIKIRA, LLC",1965161.0,5.0,0.0,0.0
4966,UNIVERSITY OF CENTRAL OKLAHOMA,1967263.0,7.0,18.0,32.0
4967,"TARGAZYME, INC.",1967297.0,4.0,0.0,1.0
4968,"PARADIGM SURGICAL, LLC",1967592.0,4.0,0.0,1.0
4969,"ONCOARENDI THERAPEUTICS, LLC",1967620.0,3.0,0.0,0.0
4970,"INNOVATIVE ELEMENTS, LLC",1968119.0,5.0,0.0,0.0
4971,"DILISYM SERVICES, INC.",1968584.0,4.0,0.0,0.0
4972,"VORTANT TECHNOLOGIES, LLC",1969243.0,5.0,0.0,0.0
4973,"CYLERUS, INC.",1970397.0,4.0,0.0,1.0
4974,"NEOVATIVE, INC.",1976502.0,4.0,0.0,0.0
4975,BARCELONA INTERNATIONAL HEALTH RES CTR,1977494.0,3.0,0.0,11.0
4976,"PRENOSIS, INC.",1979045.0,2.0,0.0,0.0
4977,"MY MUSIC MACHINES, INC.",1979382.0,5.0,0.0,0.0
4978,CHIMERNA THERAPEUTICS INC.,1980768.0,6.0,0.0,0.0
4979,KEENE STATE COLLEGE,1981106.0,6.0,0.0,3.0
4980,BIOMEDICA MANAGEMENT CORPORATION,1982696.0,3.0,0.0,0.0
4981,"PATHRX, INC.",1983050.0,2.0,0.0,0.0
4982,"FIRST LIGHT DIAGNOSTICS , INC.",1983146.0,2.0,10.0,0.0
4983,"B-MOGEN BIOTECHNOLOGIES, INC.",1984308.0,5.0,0.0,0.0
4984,"SURGICAL INNOVATION ASSOCIATES, INC.",1984603.0,2.0,0.0,0.0
4985,"CALIFIA BIO, INC.",1984970.0,4.0,4.0,1.0
4986,MITOPOWER LLC,1985224.0,2.0,0.0,0.0
4987,"AXCEND, LLC",1985239.0,4.0,0.0,3.0
4988,"TRELLIS BIOSCIENCE, INC.",1989093.0,2.0,0.0,0.0
4989,PROTONVDA LLC,1989510.0,2.0,4.0,3.0
4990,"ISOPRENE PHARMACEUTICALS, INC.",1990200.0,2.0,0.0,0.0
4991,"INNOVIMMUNE BIOTHERAPEUTICS HOLDING, LLC",1991800.0,2.0,0.0,0.0
4992,"PLX OPCO, INC.",1992659.0,3.0,0.0,4.0
4993,"CVUS CLINICAL TRIALS, LLC",1993376.0,3.0,0.0,7.0
4994,"AMERICAN BIOOPTICS, LLC",1994187.0,4.0,0.0,1.0
4995,CORGENIX MEDICAL CORPORATION,1995262.0,2.0,0.0,16.0
4996,TEXAS A&M UNIVERSITY-CORPUS CHRISTI,1995417.0,8.0,0.0,7.0
4997,"ANTIOP, INC.",1995554.0,2.0,0.0,0.0
4998,"13THERAPEUTICS, INC.",1995676.0,2.0,0.0,1.0
4999,"AGILEMD, INC.",1995966.0,1.0,0.0,0.0
5000,"MIROMATRIX MEDICAL, INC.",1997489.0,2.0,0.0,0.0
5001,"BRIGHT URO, INC.",1997607.0,2.0,0.0,0.0
5002,UNIVERSITY OF WATERLOO,1997627.0,6.0,0.0,196.0
5003,OSTEODX INC.,1998039.0,2.0,0.0,0.0
5004,"SIEGE PHARMACEUTICALS, INC.",1998238.0,2.0,0.0,0.0
5005,"EVOKE MEDICAL, LLC",1998653.0,4.0,0.0,1.0
5006,"MUSTANG BIO, INC.",1998672.0,2.0,0.0,0.0
5007,"FLYWHEEL EXCHANGE, LLC",1998738.0,1.0,0.0,0.0
5008,VETIGENICS LLC,1999381.0,1.0,0.0,0.0
5009,"D2G ONCOLOGY, INC.",1999557.0,2.0,0.0,0.0
5010,"LYNX DX, INC.",1999642.0,2.0,0.0,0.0
5011,ALTOR BIOSCIENCE. LLC,1999838.0,2.0,0.0,2.0
5012,"CHAMPIONS ONCOLOGY, INC.",1999931.0,1.0,0.0,0.0
5013,ELEGEN CORPORATION,1999951.0,2.0,0.0,0.0
5014,"NOVAFLUX TECHNOLOGIES, INC.",1999998.0,2.0,0.0,0.0
5015,"ONCOC4, INC.",2000000.0,2.0,0.0,0.0
5016,"XIMEREX, INC.",2000000.0,2.0,0.0,0.0
5017,"YASO BIOTECHNOLOGY, INC.",2000000.0,2.0,0.0,1.0
5018,MINITUBE OF AMERICA,2000000.0,2.0,0.0,2.0
5019,"ISCA TECHNOLOGIES, INC.",2000000.0,3.0,0.0,1.0
5020,"NANOPIN TECHNOLOGIES, INC.",2000000.0,2.0,0.0,0.0
5021,"CRADLE GENOMICS, INC.",2000000.0,2.0,0.0,1.0
5022,ABEOME CORPORATION,2000454.0,4.0,0.0,0.0
5023,"RETINAL CARE, INC.",2000992.0,4.0,0.0,1.0
5024,MERRIMACK COLLEGE,2002950.0,9.0,0.0,5.0
5025,"GLOBAL HEALTH UGANDA, LTD",2003649.0,6.0,0.0,0.0
5026,"THERINI BIO, INC.",2004532.0,2.0,0.0,0.0
5027,"ANTEANA THERAPEUTICS, INC.",2005035.0,5.0,0.0,4.0
5028,NONAGEN BIOSCIENCE CORPORATION,2005344.0,3.0,0.0,11.0
5029,WETA TV 26,2008590.0,8.0,0.0,1.0
5030,JAVELIN BIOTECH,2010104.0,3.0,0.0,0.0
5031,"TETRAIMAGING, LLC",2011239.0,4.0,0.0,1.0
5032,IMMURX LLC,2012095.0,3.0,0.0,1.0
5033,"INSILIXA, INC.",2014668.0,4.0,0.0,1.0
5034,"ON TARGET LABORATORIES, LLC",2017653.0,3.0,0.0,0.0
5035,"CAPILLARY BIOMEDICAL, INC.",2018977.0,3.0,0.0,0.0
5036,CERECOR. INC.,2020517.0,2.0,0.0,4.0
5037,"CONTINUEYOU, LLC",2020763.0,5.0,0.0,4.0
5038,"NUPROBE USA, INC.",2020903.0,4.0,0.0,0.0
5039,"RESOURCEPATH, LLC",2021080.0,4.0,0.0,0.0
5040,"BETA BIONICS, INC.",2022998.0,2.0,17.0,0.0
5041,FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES,2023191.0,9.0,0.0,39.0
5042,FAIRBANKS PHARMACEUTICALS,2023609.0,3.0,0.0,1.0
5043,"ARCHIMAGE, INC.",2024375.0,3.0,0.0,9.0
5044,"NOVOSTEO, INC.",2024882.0,3.0,0.0,2.0
5045,"INFONDRIAN, LLC",2025003.0,4.0,0.0,0.0
5046,"MISSOURI VALLEY CANCER CONSORTIUM, INC.",2025187.0,3.0,0.0,143.0
5047,"VOCALID, INC.",2026253.0,4.0,0.0,0.0
5048,"DORIAN THERAPEUTICS, INC.",2028460.0,3.0,0.0,0.0
5049,"MONON BIOVENTURES, LLC",2028732.0,5.0,0.0,1.0
5050,"FLUORESCENCE INNOVATIONS, INC.",2029213.0,5.0,0.0,15.0
5051,"CBT4CBT, LLC",2032559.0,4.0,0.0,1.0
5052,"REGENEREX, LLC",2033055.0,2.0,0.0,4.0
5053,"LEBRUN LABS, LLC",2033249.0,5.0,0.0,6.0
5054,"ACIONT, INC.",2034592.0,3.0,0.0,3.0
5055,VETERANS RESEARCH FOUNDATION/PITTSBURGH,2037270.0,5.0,0.0,0.0
5056,"RECOVERY FORCE, LLC",2037944.0,4.0,0.0,0.0
5057,"SEER, INC.",2041016.0,2.0,0.0,0.0
5058,PERIKINETICS INC,2041419.0,2.0,0.0,0.0
5059,COLLAMEDIX INC.,2042689.0,2.0,0.0,0.0
5060,CHRISTIAN MEDICAL COLLEGE,2049761.0,12.0,0.0,60.0
5061,MORPHONIX,2049793.0,4.0,0.0,0.0
5062,"SOLVE, INC.",2050336.0,5.0,0.0,0.0
5063,CENTREXION THERAPEUTICS CORPORATION,2050367.0,1.0,0.0,0.0
5064,BERTEC CORPORATION,2052000.0,4.0,0.0,2.0
5065,GRAYMATTER RESEARCH,2052609.0,4.0,0.0,0.0
5066,"IMMUNOMEDICS, INC.",2055843.0,5.0,109.0,2.0
5067,TEMPEST TECHNOLOGIES,2056000.0,7.0,0.0,5.0
5068,"EYEMEDIX, INC.",2059737.0,3.0,0.0,0.0
5069,"TEMPERO BIO, INC.",2060520.0,1.0,0.0,0.0
5070,"BLUE MARBLE REHABILITATION, INC.",2066468.0,5.0,0.0,0.0
5071,TWIN STAR MEDICAL,2066727.0,3.0,0.0,4.0
5072,"SANERON CCEL THERAPEUTICS, INC.",2068720.0,4.0,0.0,22.0
5073,"STEALTH BIOLOGICS, LLC",2069890.0,5.0,0.0,5.0
5074,NURELM E-BUSINESS SOFTWARE,2071188.0,5.0,0.0,0.0
5075,RETAIN HEALTH INC,2075151.0,2.0,0.0,0.0
5076,"SYMIC BIOMEDICAL, INC.",2075919.0,5.0,0.0,3.0
5077,"VALLEY FEVER SOLUTIONS, INC.",2078604.0,5.0,0.0,0.0
5078,"IO THERAPEUTICS, INC.",2079395.0,3.0,4.0,1.0
5079,"ORGANOS, INC.",2085505.0,3.0,0.0,0.0
5080,RH NANOPHARMACUETICALS L.L.C.,2086368.0,4.0,0.0,0.0
5081,BATES COLLEGE,2086872.0,7.0,1.0,16.0
5082,"ENGINEERING ARTS, LLC",2086880.0,5.0,0.0,4.0
5083,"RIVANNA MEDICAL, INC.",2087235.0,3.0,0.0,0.0
5084,YELLOWSTONE SCIENTIFIC INSTRUMENTS,2088027.0,7.0,0.0,0.0
5085,NATIONAL INSTITUTE OF PSYCHIATRY,2088552.0,4.0,0.0,0.0
5086,"ARCASCOPE, LLC",2088697.0,4.0,0.0,1.0
5087,"CYTEL, INC",2092235.0,5.0,0.0,0.0
5088,"OLEOLIVE, INC.",2092438.0,2.0,0.0,0.0
5089,"SECOND GENOME, INC.",2094105.0,3.0,0.0,1.0
5090,"RESEARCH, EVALUATION AND SOCIAL SOLUTIONS, INC.",2094700.0,6.0,0.0,0.0
5091,STICHTING TRIMBOS-INSTITUUT,2097195.0,5.0,0.0,4.0
5092,CARLETON COLLEGE,2097877.0,5.0,0.0,3.0
5093,TECHNION-ISRAEL INSTITUTE OF TECHNOLOGY,2098426.0,11.0,3.0,198.0
5094,"RHYTHM THERAPEUTICS, INC.",2099193.0,2.0,0.0,0.0
5095,"DEEPHEALTH, INC.",2099748.0,3.0,0.0,1.0
5096,CHILDREN'S HOSPITAL RESEARCH CENTER,2101406.0,3.0,0.0,60.0
5097,"SOFIE BIOSCIENCES, LLC",2101611.0,6.0,0.0,1.0
5098,"PARION SCIENCES, INC.",2102605.0,3.0,0.0,2.0
5099,"AZYP, LLC",2102848.0,5.0,0.0,8.0
5100,"WELLSIM BIOMEDICAL TECHNOLOGIES, INC.",2103888.0,8.0,0.0,0.0
5101,"LIFEPHARMS, INC.",2105807.0,4.0,0.0,0.0
5102,HBVTECH,2106367.0,4.0,0.0,0.0
5103,"GRAMERCY RESEARCH GROUP, LLC",2112087.0,5.0,0.0,10.0
5104,OREGON MUSEUM OF SCIENCES AND INDUSTRY,2115789.0,10.0,0.0,0.0
5105,COASTAL MARINE BIOLABS,2116001.0,10.0,0.0,0.0
5106,INVISTICS CORPORATION,2117324.0,5.0,0.0,0.0
5107,ACADEMICAL MEDICAL CENTER,2117491.0,4.0,0.0,16.0
5108,"VIGILANT MEDICAL, INC.",2118139.0,6.0,0.0,0.0
5109,TERASAKI INSTITUTE FOR BIOMEDICAL INNOVATION,2124343.0,7.0,0.0,0.0
5110,CROSSLINER INC,2126655.0,3.0,0.0,0.0
5111,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2127065.0,1.0,0.0,0.0
5112,EXPLORATORIUM,2127136.0,9.0,0.0,0.0
5113,"STEMMED, LTD",2131220.0,4.0,0.0,6.0
5114,"DETROIT R & D, INC.",2131721.0,6.0,0.0,1.0
5115,"VISIKOL, INC.",2134045.0,5.0,0.0,0.0
5116,"C2N DIAGNOSTICS, LLC",2134105.0,5.0,0.0,1.0
5117,"ORPRO THERAPEUTICS, INC.",2135576.0,4.0,0.0,0.0
5118,"PEOPLE DESIGNS, INC.",2136234.0,7.0,0.0,0.0
5119,COMMONSPIRIT HEALTH RESEARCH INSTITUTE,2136937.0,2.0,0.0,0.0
5120,"EUCLID BEAMLABS, LLC",2136959.0,4.0,0.0,0.0
5121,"CERTERRA, INC.",2137269.0,4.0,0.0,0.0
5122,"IMMUNE-ONC THERAPEUTICS, INC.",2140000.0,2.0,0.0,0.0
5123,PRISM CLINICAL IMAGING INC.,2140002.0,5.0,0.0,15.0
5124,BIOLOGICAL SCIENCES CURRICULUM STUDY,2140270.0,10.0,0.0,0.0
5125,"RENDEVER, INC.",2142858.0,3.0,0.0,0.0
5126,"SPECIFIC TECHNOLOGIES, LLC",2143346.0,3.0,0.0,1.0
5127,"DYNOCARDIA, INC.",2144152.0,3.0,0.0,0.0
5128,"CAELI VASCULAR, LLC",2144669.0,3.0,0.0,1.0
5129,"ADEPTHERA, LLC",2147403.0,8.0,0.0,4.0
5130,"21ST CENTURY THERAPEUTICS, INC.",2147493.0,7.0,0.0,9.0
5131,ZYMO RESEARCH CORPORATION,2149133.0,3.0,0.0,1.0
5132,"ORIGENT DATA SCIENCES, INC.",2154011.0,6.0,0.0,0.0
5133,"DOTQUANT, LLC",2155557.0,7.0,0.0,0.0
5134,KILLER SNAILS LLC,2160566.0,4.0,0.0,0.0
5135,BIOELECTROMED CORPORATION,2160663.0,2.0,5.0,6.0
5136,"APTAMATRIX, INC.",2162919.0,3.0,0.0,0.0
5137,AGA KHAN UNIVERSITY (PAKISTAN),2164186.0,9.0,0.0,57.0
5138,"PROACTIVE MEMORY SERVICES, INC.",2164265.0,5.0,0.0,1.0
5139,MIDWESTERN UNIVERSITY (GLENDALE AZ),2164700.0,7.0,0.0,6.0
5140,"MEDARRAY, INC.",2165375.0,3.0,4.0,0.0
5141,"HS-DESIGN, INC.",2167701.0,2.0,0.0,0.0
5142,"PLATYPUS TECHNOLOGIES, LLC",2169239.0,8.0,4.0,0.0
5143,"RAESEDO, LLC",2170506.0,2.0,0.0,0.0
5144,"BIOTEAM, INC.",2170794.0,4.0,0.0,0.0
5145,"SCISIO GENETICS, INC.",2171175.0,3.0,0.0,0.0
5146,"ANELLEO, INC.",2171180.0,3.0,0.0,0.0
5147,MATERNA MEDICAL,2174954.0,3.0,0.0,0.0
5148,STRYKAGEN CORPORATION,2174995.0,6.0,0.0,5.0
5149,"GLC BIOTECHNOLOGY, INC.",2175000.0,5.0,0.0,0.0
5150,"CERSCI THERAPEUTICS, INC.",2175243.0,4.0,0.0,0.0
5151,SIXAL CORPORATION,2176201.0,5.0,0.0,2.0
5152,"ONLUME, LLC",2179615.0,3.0,0.0,3.0
5153,"BEAM DIAGNOSTICS, INC.",2181331.0,4.0,0.0,0.0
5154,"MAKSCIENTIFIC, LLC",2183861.0,6.0,0.0,2.0
5155,"CYTOLUMINA TECHNOLOGIES CORPORATION, INC",2185169.0,3.0,0.0,13.0
5156,"NOVARTIS VACCINES AND DIAGNOSTICS, INC.",2186845.0,1.0,0.0,0.0
5157,"NEUROMOTION, INC.",2186912.0,3.0,0.0,0.0
5158,SERALOGIX,2187740.0,4.0,0.0,0.0
5159,"ADVANCED PLASMA PRODUCTS, INC.",2188490.0,2.0,0.0,6.0
5160,"ZONEONE PHARMA, INC.",2189243.0,5.0,0.0,0.0
5161,"ACCELERO BIOSTRUCTURES, INC.",2189662.0,4.0,0.0,2.0
5162,"BLOOD CELL TECHNOLOGIES, LLC",2191355.0,5.0,0.0,4.0
5163,UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,2191470.0,10.0,0.0,10.0
5164,INTEGRATED MEDICAL SENSORS,2192481.0,5.0,0.0,2.0
5165,"ZYMTRONIX CATALYTIC SYSTEMS, INC.",2193642.0,4.0,0.0,0.0
5166,"REIA, LLC",2196001.0,4.0,2.0,0.0
5167,"DELUGE BIOTECHNOLOGIES, INC.",2196429.0,6.0,0.0,1.0
5168,"RFPI, LLC",2197200.0,5.0,0.0,0.0
5169,"STARLIGHT CARDIOVASCULAR, INC.",2197206.0,3.0,0.0,0.0
5170,"PETCOIL, INC.",2197251.0,4.0,0.0,0.0
5171,"IMMUVEN, INC.",2198749.0,4.0,0.0,3.0
5172,"KARYOPHARM THERAPEUTICS, INC.",2199922.0,3.0,0.0,0.0
5173,"ORIGENE TECHNOLOGIES, INC.",2199996.0,3.0,0.0,0.0
5174,"PRICEWATERHOUSECOOPERS PUBLIC SECTOR, LLP",2200000.0,1.0,0.0,0.0
5175,LEXINGTON BIOMEDICAL RESEARCH INSTITUTE,2201282.0,9.0,0.0,8.0
5176,INTRAVACC B.V.,2201957.0,2.0,0.0,0.0
5177,"CAMELLIX, LLC",2203184.0,5.0,0.0,0.0
5178,"BREVITEST TECHNOLOGIES, LLC",2205491.0,6.0,0.0,0.0
5179,RESODYN CORPORATION,2206913.0,8.0,0.0,0.0
5180,"CAPESYM, INC.",2207051.0,6.0,0.0,0.0
5181,"GENETAG TECHNOLOGY, INC.",2209770.0,9.0,0.0,0.0
5182,"PLEX PHARMACEUTICALS, INC.",2210472.0,6.0,0.0,23.0
5183,"C-MOTION, INC.",2211473.0,6.0,0.0,13.0
5184,VETERANS HEALTH FOUNDATION,2211477.0,6.0,0.0,0.0
5185,"CYTEIR THERAPEUTICS, INC.",2213464.0,3.0,0.0,0.0
5186,"CLEAR GUIDE MEDICAL, LLC",2213955.0,5.0,0.0,2.0
5187,"POLYNOVA CARDIOVASCULAR, INC",2214089.0,5.0,0.0,7.0
5188,NEURODON LLC,2214595.0,3.0,0.0,0.0
5189,LASE INNOVATION INC.,2215491.0,4.0,0.0,2.0
5190,LIGHTOPTECH CORPORATION,2216475.0,6.0,4.0,7.0
5191,IDAHO TECHNOLOGY,2216807.0,3.0,0.0,20.0
5192,"ISOMARK, LLC",2217483.0,5.0,2.0,1.0
5193,"CRYSTAL BIOSCIENCE, INC.",2217496.0,4.0,0.0,1.0
5194,"GLYSENS, INC.",2217819.0,3.0,6.0,4.0
5195,"SENTIAR, INC.",2221372.0,3.0,0.0,7.0
5196,"EMBOLX, INC.",2221873.0,3.0,0.0,0.0
5197,"SYNZYME TECHNOLOGY, INC.",2222559.0,4.0,0.0,7.0
5198,"APPLIED GEOSOLUTIONS, LLC",2223527.0,6.0,0.0,6.0
5199,"RADIX BIOSOLUTIONS, LTD",2223536.0,3.0,0.0,0.0
5200,AGA KHAN UNIVERSITY,2224330.0,15.0,0.0,56.0
5201,"ETECT, INC.",2224504.0,5.0,0.0,0.0
5202,"TOSK, INC.",2224872.0,3.0,0.0,0.0
5203,"SENTI BIOSCIENCES, INC.",2224993.0,2.0,0.0,0.0
5204,"TRANSGENEX NANOBIOTECH, INC.",2224994.0,4.0,0.0,0.0
5205,AURO VACCINES LLC,2226590.0,2.0,0.0,0.0
5206,"LA JOLLA ALCOHOL RESEARCH, INC.",2226592.0,6.0,0.0,14.0
5207,"DYNAMICARE HEALTH, INC.",2228780.0,5.0,0.0,1.0
5208,"PROTONVDA, INC.",2229123.0,4.0,0.0,2.0
5209,"THERMAQUIL, INC.",2229995.0,4.0,0.0,1.0
5210,REGION HOVEDSTADEN,2230102.0,8.0,0.0,1.0
5211,BASKING BIOSCIENCES,2231642.0,2.0,0.0,0.0
5212,"ORICULA THERAPEUTICS, LLC",2232526.0,3.0,0.0,0.0
5213,"WHIPLASH TECHNOLOGY, INC.",2232672.0,5.0,0.0,0.0
5214,"ACHIEVE LIFE SCIENCES, INC.",2233206.0,2.0,0.0,0.0
5215,"SOUNDPIPE, LLC",2234718.0,4.0,0.0,6.0
5216,SPECTRAGENETICS,2235404.0,6.0,0.0,0.0
5217,"21ST CENTURY MEDICINE, INC.",2242103.0,5.0,0.0,0.0
5218,"FRONTIER DIAGNOSTICS, LLC",2242407.0,3.0,0.0,1.0
5219,INSTITUTE/NUTRITION/CENT/AMERICA/PANAMA,2243536.0,7.0,0.0,4.0
5220,"LENA BIOSCIENCES, INC.",2244033.0,5.0,2.0,4.0
5221,PACIFIC DIABETES TECHNOLOGIES,2244379.0,5.0,0.0,1.0
5222,"ANNIAS IMMUNOTHERAPEUTICS, INC.",2246026.0,3.0,0.0,1.0
5223,"ONCTERNAL THERAPEUTICS, INC.",2246462.0,3.0,0.0,0.0
5224,"ZETAGEN THERAPEUTICS, INC.",2249777.0,3.0,0.0,0.0
5225,SANSUM DIABETES RESEARCH INSTITUTE,2250000.0,1.0,0.0,6.0
5226,"ACTINOBAC BIOMED, INC.",2250118.0,5.0,0.0,4.0
5227,SONOVAL LLC,2250548.0,3.0,0.0,0.0
5228,"ALKEUS PHARMACEUTICALS, INC.",2251754.0,3.0,0.0,0.0
5229,UKRAINIAN INSTITUTE ON PUBLIC HEALTH POLICY,2252890.0,5.0,0.0,2.0
5230,"ACCURONIX THERAPEUTICS, INC.",2254193.0,3.0,0.0,0.0
